id,author_last,author_first,author_full_name,title,publisher,publication_year,height_cm,width_cm,depth_cm,binding,page_count,edition_printrun,isbn_asin,editor,contributors,is_signed_inscribed,designer,description,artist_url,publisher_url,collection_grouping,tags,classification,bisac,ddc,location,accession_no,image_url
1443,O'Brien,Thomas Andrew Denenberg and Glenn,Thomas Andrew Denenberg and Glenn O'Brien,Backstage Pass: Rock & Roll Photography (Portland Museum of Art),Yale University Press,2009,24.13,0.51,NULL,Softcover,NULL,First Edition,978-0300151633,NULL,NULL,false,NULL,"This striking collection of photographs features nearly every important figure in the world of rock & roll, from Elvis to Eric Clapton, the Beatles to Bob Dylan, Jimi Hendrix to John Coltrane. Many of the nearly one hundred images have rarely been published, and all reveal fascinating glimpses of celebrities off stage, away from the glare of the spotlights. Shot from the mid-fifties to the mid-nineties, the portraits often have a spontaneous, informal, and everyday feel, and most record their subjects before they had become immensely famous—and well practiced in posing for photographs. The more than fifty photographers who contribute to the volume are among the most talented in their field, including Lee Friedlander, Lynn Goldsmith, Bob Gruen, Mick Rock, and many more.",NULL,NULL,Music Photobooks,"Music, Photography, Punk, Rock, Pop Culture",Music Photography,NULL,NULL,"Hudson Street Library, NYC",NULL,NULL
1444,,,,Bob Dylan - a man called alias,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,Music Photobooks,"Music, Photography, Punk, Rock, Pop Culture",Music Photography,NULL,NULL,"Hudson Street Library, NYC",NULL,NULL
1445,Prestel,,Prestel,Bob Dylan - The Darwin Blank Series,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,Music Photobooks,"Music, Photography, Punk, Rock, Pop Culture",Music Photography,NULL,NULL,"Hudson Street Library, NYC",NULL,NULL
1446,Gallery,Halycyon,Halycyon Gallery,Bob Dylan - The Darwin Blank Series,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,Music Photobooks,"Music, Photography, Punk, Rock, Pop Culture",Music Photography,NULL,NULL,"Hudson Street Library, NYC",NULL,NULL
1447,,,,Bruce Springsteen: Songs Hardcover  (two copies one sealed),,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,Music Photobooks,"Music, Photography, Punk, Rock, Pop Culture",Music Photography,NULL,NULL,"Hudson Street Library, NYC",NULL,NULL
1448,,,,Cash - An American Man,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,Music Photobooks,"Music, Photography, Punk, Rock, Pop Culture",Music Photography,NULL,NULL,"Hudson Street Library, NYC",NULL,NULL
1449,Matheu,Robert,Robert Matheu,CREEM: America's Only Rock 'N' Roll Magazine (3 copies),Collins Living,2007,24.13,2.54,NULL,Hardcover,NULL,First Edition,978-0061374562,NULL,NULL,false,NULL,"With raw photographs of rock's greatest stars and insightful prose by the legendary rock journalists who were stars in their own right, CREEM magazine stood at the forefront of youth counterculture from 1969 to 1988 as America's Only Rock 'n' Roll Magazine. A product of Detroit's revolutionary counterculture, CREEM cultivated an incredibly gifted staff of iconoclastic scribes, editors, photographers, and graphic artists whose work continues to resonate today, including: Lester Bangs, Dave Marsh, Richard Meltzer, Nick Tosches, and a not-so-famous Cameron Crowe. They invented a raucous new form of journalism, where the writing and photographs were as much an expression of rock 'n' roll as the music itself. CREEM embraced and abused the best and the worst of the era: MC5, Led Zeppelin, the Rolling Stones, the Faces, Lou Reed, the Stooges, T.Rex, Kiss, Mott the Hoople, the Who, the New York Dolls, Bob Seger, Ted Nugent, Aerosmith, the Ramones, Cheap Trick, the Clash, and Van Halen, among many others. Now the Mouth of the Motor City presents a retrospective of the beautiful haze that was rock's golden age—from the end of the hippie days through glam and punk and into '80s metal. Featuring the best of the magazine's vast archives of photos, illustrations, and articles, CREEM is the authentic rock 'n' roll experience—written for fanatics by fanatics.",NULL,NULL,Music Photobooks,"Music, Photography, Punk, Rock, Pop Culture",Music Photography,NULL,NULL,"Hudson Street Library, NYC",NULL,NULL
1450,Broackes,Victoria,Victoria Broackes,"David Bowie Is (Museum of Contemporary Art, Chicago: Exhibition Catalogues)   (2 copies)",V & A Publishing,2013,24.13,3.05,NULL,Hardcover,NULL,First Edition,978-1851777372,NULL,NULL,false,NULL,"This companion piece to an exhibition at London's Victoria and Albert Museum explores the iconography, fashion, and music of pop icon David Bowie. Drawn to rock'n'roll as a rebellion against his suburban London upbringing, Bowie's career has been one of constant reinvention and innovation. As a musician and composer, his influences are wide ranging: he borrows as much from contemporaries such as The Rolling Stones and German synthesizer bands Neu! and Kraftwerk as from composers Kurt Weill and frequent collaborator Brian Eno. He is also heavily influenced by broader culture, notably adopting the cut up method often employed by William Burroughs, while being strongly influenced by the video work of Andy Warhol. Beyond music, however, Bowie cultivated a constantly shifting sense of style—most famously as his glam rock, alien alter-ego Ziggy Stardust—his various costumes were Dadaist in impulse and Surrealist in conception and execution. Particularly striking, however, was the cobweb body-suit he wore for The 1980 Floor Show, which features two glitter covered mannequin hands that seem to be fondling his chest as a kind of camp provocation. Indeed, as Camille Paglia notes, Bowie came to embody the shaman and prophet who crossed into forbidden sexual terrain. (Apr.)",NULL,NULL,Music Photobooks,"Music, Photography, Punk, Rock, Pop Culture",Music Photography,NULL,NULL,"Hudson Street Library, NYC",NULL,NULL
1451,Byrne,David,David Byrne,"David Byrne : Tribal Textiles from Persia: Neiriz Collection in the Ethnographical Museum Berlin by David Byrne (2003, Hardcover)",,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,Music Photobooks,"Music, Photography, Punk, Rock, Pop Culture",Music Photography,NULL,NULL,"Hudson Street Library, NYC",NULL,NULL
1452,Paz,Eilon,Eilon Paz,Dust & Grooves: Adventures in Record Collecting,Kickstarter,2015,24.89,3.56,NULL,Hardcover,NULL,"First Edition, Kickstarter",978-1607748694,NULL,NULL,false,NULL,"Compelling photographic essays from photographer Eilon Paz are paired with in-depth and insightful interviews to illustrate what motivates these collectors to keep digging for more records. The reader gets an up close and personal look at a variety of well-known vinyl champions, including Gilles Peterson and King Britt, as well as a glimpse into the collections of known and unknown DJs, producers, record dealers, and everyday enthusiasts. Driven by his love for vinyl records, Paz takes us on a five-year journey unearthing the very soul of the vinyl community.",NULL,NULL,Music Photobooks,"Music, Photography, Punk, Rock, Pop Culture",Music Photography,NULL,NULL,"Hudson Street Library, NYC",NULL,NULL
1453,Robertson,Matthew,Matthew Robertson,Factory Records: The Complete Graphic Album by Matthew Robertson,Chronicle Books,2006,25.91,2.79,NULL,Hardcover,NULL,First Edition,978-0811856768,NULL,NULL,false,NULL,"A creative juggernaut of the post-punk era, Factory Records was the catalyst behind the U.K. music explosion of the late '70s through the '90s with groups like Joy Division (soon to be the subject of an Anton Corbijn movie), New Order, and Happy Mondays leading the New Wave. At Factory, musicians and designers commingled creatively, with innovators such as Peter Saville, Den Kelly, Mark Farrow, 8VO, and Barbara Kruger elevating album covers to a new art form. The label broke further ground when it opened its own disco, the legendary Hacienda. Factory Records is the ultimate and only collection of Factory's complete graphic output, including every single piece it produced: extremely rare record sleeves, club flyers, and posters all gathered together for the first time. A must for collectors and enthusiasts, Matthew Robertson's meticulous compilation of underground ephemera is poised to introduce a new generation of music and design fans to the creative genius of Factory.",NULL,NULL,Music Photobooks,"Music, Photography, Punk, Rock, Pop Culture",Music Photography,NULL,NULL,"Hudson Street Library, NYC",NULL,NULL
1454,Turcotte,Bryan Ray,Bryan Ray Turcotte,Fucked Up + Photocopied: instant art of the punk rock movement,Gingko Press,1999,24.13,2.29,NULL,Hardcover,NULL,First Edition,978-1584230007,NULL,NULL,false,NULL,"Raw, brazen and totally intense, Fucked Up + Photocopied is a collection of frenetic flyers produced for the American punk scene between 1977 and 1985. Many were created by the musicians themselves and demonstrate the emphasis within the punk scene on individuality and the manic urge of its members to create things new.",NULL,NULL,Music Photobooks,"Music, Photography, Punk, Rock, Pop Culture",Music Photography,NULL,NULL,"Hudson Street Library, NYC",NULL,NULL
1455,Turcotte,Bryan Ray,Bryan Ray Turcotte,Fucked Up + Photocopied: instant art of the punk rock movement,Gingko Press,2000,24.13,2.29,NULL,Softcover,NULL,First Edition,978-1584230007,NULL,NULL,false,NULL,"Raw, brazen and totally intense, Fucked Up + Photocopied is a collection of frenetic flyers produced for the American punk scene between 1977 and 1985. Many were created by the musicians themselves and demonstrate the emphasis within the punk scene on individuality and the manic urge of its members to create things new.",NULL,NULL,Music Photobooks,"Music, Photography, Punk, Rock, Pop Culture",Music Photography,NULL,NULL,"Hudson Street Library, NYC",NULL,NULL
1456,Charles,Sanna,Sanna Charles,God Listens To Slayer,Ditto Press,2015,22.35,1.27,NULL,Hardcover,NULL,First Edition,978-0956795281,NULL,NULL,false,NULL,NULL,NULL,NULL,Music Photobooks,"Music, Photography, Punk, Rock, Pop Culture",Music Photography,NULL,NULL,"Hudson Street Library, NYC",NULL,NULL
1457,,,,Journals by Kurt Cobain,,2002,NULL,NULL,NULL,Hardcover,NULL,First Edition,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,Music Photobooks,"Music, Photography, Punk, Rock, Pop Culture",Music Photography,NULL,NULL,"Hudson Street Library, NYC",NULL,NULL
1458,Cummins,Kevin,Kevin Cummins,"Joy Division by Kevin Cummins, Bernard Sumner   (Three Copies, one inscribed, one signed, one new)",Rizzoli,2010,23.11,2.54,NULL,Hardcover,NULL,"First Edition, signed",978-0847834815,NULL,NULL,false,NULL,"The definitive look at one of the most iconic rock bands of all time. Joy Division pioneered a genre of music and defined the look and sound of the post-punk era, and thirty years after the suicide of their lead singer Ian Curtis, they remain one of the most influential rock bands to have come out of England. Between their infamous live performances and two studio albums in the late 1970s, Joy Division set the Manchester scene alight, established Factory Records as the most influential label in pop music, and recorded some of the most enduring songs of the era. Kevin Cummins began his career just as the band formed, and for the few short years of their career was given closer access to them than any other photographer. Joy Division collects more than two hundred of his images of the band—sensitive photographs that capture their quiet introspection offstage, their close relationships as bandmates, and Curtis’s legendary energy in live performances—and supplements the iconic images with concert tickets, unreleased record sleeves, fan club badges, Factory Records flyers, and other rare ephemera. This book is the most definitive and heavily illustrated celebration of the band ever produced.",NULL,NULL,Music Photobooks,"Music, Photography, Punk, Rock, Pop Culture",Music Photography,NULL,NULL,"Hudson Street Library, NYC",NULL,NULL
1459,Weinberger,Karlheinz,Karlheinz Weinberger,Karlheinz Weinberger - Vol 1 Halbstarke P,Sturm & Drang,2017,28.45,1.02,NULL,Softcover,NULL,"First Edition, mylar covered",978-3906822143,NULL,NULL,false,NULL,"In 1958, Zürich photographer Karlheinz Weinberger first captured the likeness of Halbstarke (rebel) Jimmy Oechslin, an artistic moment which marks the genesis of this collection of images focused on young Swiss teenagers. That particular photographic encounter triggered Weinbergers life-long fascination with outsiders and nonconformists in the otherwise staid environment of Switzerland. The photographs presented in this first of several volumes about his work offer a rare glimpse into a bygone world that seems almost cute and quaint from a contemporary perspective, but make no mistake: just dressing in jeans and hanging chains around ones neck was a statement as loud as blasting music by Buddy Holly on a quiet Swiss Sunday afternoon.",NULL,NULL,Music Photobooks,"Music, Photography, Punk, Rock, Pop Culture",Music Photography,NULL,NULL,"Hudson Street Library, NYC",NULL,NULL
1460,Cummins,Kevin,Kevin Cummins,New Order by Kevin Cummins    (signed),Rizzoli,2015,23.11,2.54,NULL,Hardcover,NULL,First Edition,978-0847843602,NULL,NULL,false,NULL,"A definitive collection of photographs of the legendary and influential band New Order. New Order remains one of the most popular bands of the last half century. Founded in the dying years of punk and disco, and combining elements of post-punk, new wave, and electronic dance music, New Order was responsible for some of the biggest hits of the era and is one of few bands to have achieved mainstream success while retaining cult status. Having been the most trusted photographer of Joy Division in the 1970s, Kevin Cummins was uniquely placed to document the rise and fall of New Order, from their formation in 1980 to their split in 1993. From underground beginnings as the flagship group of Factory Records in Manchester to grandstand tours around Europe and America, Cummins captured the band in every light, from the intimacy of the studio to the frenetic energy of live performance. Collected here for the first time are more than a hundred photographs reflecting over a decade of New Order. Prefaced by a selection of rarely seen ephemera, conversations with the band members, and an introduction from Douglas Coupland, this is a stunning celebration of a band whose influence on music and fashion is still palpable today.",NULL,NULL,Music Photobooks,"Music, Photography, Punk, Rock, Pop Culture",Music Photography,NULL,NULL,"Hudson Street Library, NYC",NULL,NULL
1461,Coley,Thurston Moore and Byron,Thurston Moore and Byron Coley,No Wave: Post-Punk. Underground. New York. 1976-1980,Abrams Image,2008,25.40,2.54,NULL,Hardcover,NULL,"First Edition, signed, inscribed",978-0810995437,NULL,NULL,false,NULL,"Art and music come together in this oral account of Manhattan's mid-1970s No Wave music scene. Moore, a founding member of the band Sonic Youth, and Coley, a music writer and editor, identify the likes of Teenage Jesus and the Jerks, DNA, Contortions and Mars as the core bands that built No Wave. Shedding light on the personal relationships of these close-knit bands, the surprisingly reserved volume-graced with exquisite black-and-white photos with occasional splashes of poster-art color-also looks at how the devastated state of the city influenced their sound and performances: As everything's collapsing... the music became the rebellion, says Teenage Jesus's Lydia Lunch in her scowling, astute foreword. Music sometimes described as a car crash gets heartfelt and intelligent commentary from the likes of DNA's Ikue Mori: it wasn't about technique; it was more about new ideas and inspiration. The authors' personal interviews with the movement's other pioneers elicit raw, honest hindsight; along with revealing photographs, this volume takes readers straight into the heart of this zeitgeist.",NULL,NULL,Music Photobooks,"Music, Photography, Punk, Rock, Pop Culture",Music Photography,NULL,NULL,"Hudson Street Library, NYC",NULL,NULL
1462,Mott,Toby,Toby Mott,Oh So Pretty: Punk in Print 1976-19801980,Phaidon Press,2016,21.84,3.05,NULL,Softcover,NULL,First Edition,978-0714872759,NULL,NULL,false,NULL,"Oh So Pretty: Punk in Print 1976-80 is an unrivalled collection of visually striking ephemera from Britain’s punk subculture. It presents 500 artefacts - 'zines,' gig posters, flyers, and badges - from well-known and obscure musical acts, designers, venues, and related political groups. While punk was first and foremost a music phenomenon, it reflected a DIY spirit and instantly recognizable aesthetic that was as raw and strident and irrepressible as the music. As disposable as the items in this book once were, together they tell a story about music, history, class, and art, and document a seismic shift in society and visual culture.",NULL,NULL,Music Photobooks,"Music, Photography, Punk, Rock, Pop Culture",Music Photography,NULL,NULL,"Hudson Street Library, NYC",NULL,NULL
1463,Sladen,Mark,Mark Sladen,Panic Attack!: Art in the Punk Years,Merrell Publishers,2007,24.89,2.54,NULL,Hardcover,NULL,First Edition,978-1858944036,NULL,NULL,false,NULL,"Punk is most commonly associated with music, fashion and graphics, but its rebellious and iconoclastic spirit also found expression in the visual arts. Panic Attack! reveals the vibrant art scene that exploded in Britain and the United States between 1974 and 1984, when visual artists shared some of the radical attitudes and aesthetics of punk and post-punk musicians and designers.Featuring essays by both British and American commentators, a detailed chronology of the art and music scenes of the time and stunning reproductions of works by over thirty leading artists, Panic Attack! is an account of one of the most exciting periods in modern art.",NULL,NULL,Music Photobooks,"Music, Photography, Punk, Rock, Pop Culture",Music Photography,NULL,NULL,"Hudson Street Library, NYC",NULL,NULL
1464,Linn,Judy,Judy Linn,Patti Smith 1969-1976,Harry N. Abrams,2011,25.40,2.03,NULL,Hardcover,NULL,"First Edition, signed",978-0810998322,NULL,NULL,false,NULL,"Before Patti Smith became a rock star, she loved to pose as one for her friend, the photographer Judy Linn. These 100 grainy, gritty, black and white photographs—of Smith working, playing, primping in the clutter of her apartment; surrounded by erstwhile lovers, the artist Robert Mapplethorpe and playwright Sam Shepard—brim with bright light and the obvious affection between photographer and subject. Linn, a photography professor at Vassar College whose work is now collected in the Whitney Museum and elsewhere, recalls a summer spent poring over Alfred Stieglitz's work, including the portraits of his wife Georgia O'Keefe (I thought I could memorize it and crack its grammar). She describes learning from the visual logic and illogical brilliance of her own photos—and it's easy to see why. The photographs vary in quality, but at their best—take the nudes of Smith where a dark necktie and belt bisect and play against her long, pale body—capture Mapplethorpe and Smith's youth and earnestness, their wildness and vulnerability. Here is Smith's acclaimed 2010 memoir, Just Kids, come to life—the shrines to Bob Dylan, the dressup—and the photos strike the same wistful note; as Smith writes in her afterword: once upon a time, we were young and beautiful and anyone we imagined we could be. (Mar.)",NULL,NULL,Music Photobooks,"Music, Photography, Punk, Rock, Pop Culture",Music Photography,NULL,NULL,"Hudson Street Library, NYC",NULL,NULL
